1 2 3 4
4774 9 6 3
4775 13 0 10
4776 19 10 5
4777 14 10 9
4778 10 5 8
4779 16 6 9
4780 11 4 5
4781 15 10 7
4782 17 9 9
4783 1 6 6
4784 1 5 6
4785 16 5 9
4786 2 1 10
4787 10 9 10
4788 11 5 0
4789 5 0 6
4790 4 3 3
4791 2 8 0
4792 6 6 0
4793 14 6 8
4794 15 4 9
4795 5 0 1
4796 17 10 6
4797 6 5 9
4798 18 5 6
4799 18 1 1
4800 19 2 3
4801 1 5 10
4802 12 2 9
4803 9 4 7
4804 19 9 3
4805 11 8 0
4806 2 9 8
4807 7 3 0
4808 13 4 9
4809 1 7 2
4810 9 2 5
4811 17 9 9
4812 16 5 9
4813 8 6 10
4814 8 7 0
4815 2 6 9
4816 19 3 7
4817 17 1 2
4818 9 9 2
4819 10 7 7
4820 15 6 1
4821 0 8 0
4822 16 9 1
4823 8 1 6
4824 6 10 2
4825 12 3 1
4826 2 9 6
4827 5 7 3
4828 3 10 8
4829 19 1 10
4830 11 6 2
4831 8 2 1
4832 4 1 3
4833 5 0 0
4834 5 10 6
4835 12 7 8
4836 9 10 7
4837 10 5 0
4838 14 4 0
4839 12 1 2
4840 17 2 8
4841 1 9 8
4842 14 10 8
4843 17 2 7
4844 5 9 3
4845 0 0 8
4846 18 8 10
4847 12 4 10
4848 13 2 2
4849 8 3 3
4850 14 10 3
4851 13 7 2
4852 4 9 1
4853 20 9 1
4854 16 2 8
4855 6 10 6
4856 13 9 1
4857 5 4 7
4858 0 6 2
4859 5 6 6
4860 7 2 4
4861 5 0 3
4862 11 6 10
4863 13 0 2
4864 6 8 7
4865 11 4 10
4866 2 8 10
4867 3 9 2
4868 17 0 1
4869 2 4 0
4870 17 4 10
4871 0 1 3
4872 10 6 3
4873 20 0 1
4874 7 2 3
4875 14 6 9
4876 9 2 3
4877 8 2 3
4878 17 1 10
4879 2 6 4
4880 13 0 8
4881 5 0 8
4882 7 6 10
4883 11 0 1
4884 2 3 4
4885 2 8 10
4886 3 0 8
4887 6 3 6
4888 9 10 4
4889 14 0 4
4890 16 1 2
4891 17 9 2
4892 7 2 10
4893 15 10 9
4894 7 9 0
4895 7 4 9
4896 18 3 4
4897 9 6 6
4898 7 8 8
4899 7 8 6
4900 17 4 4
4901 0 8 0
4902 11 2 4
4903 1 10 3
4904 4 4 2
4905 20 10 2
4906 12 8 8
4907 9 1 7
4908 3 0 4
4909 10 10 5
4910 16 4 8
4911 9 2 3
4912 13 5 7
4913 7 2 6
4914 14 0 9
4915 13 2 6
4916 16 1 5
4917 10 3 4
4918 10 4 3
4919 7 9 9
4920 12 6 2
4921 16 3 2
4922 15 9 5
4923 17 4 4
4924 8 5 9
4925 5 3 10
4926 4 10 8
4927 9 10 0
4928 5 9 3
4929 6 5 2
4930 18 9 7
4931 15 3 7
4932 9 4 8
4933 10 6 7
4934 0 6 6
4935 16 5 8
4936 16 2 6
4937 0 6 8
4938 5 3 6
4939 3 9 3
4940 14 5 5
4941 7 8 4
4942 9 6 9
4943 9 10 8
4944 14 8 6
4945 15 4 7
4946 16 2 5
4947 11 3 0
4948 5 1 5
4949 13 1 8
4950 5 2 8
4951 2 9 8
4952 16 4 7
4953 10 3 7
4954 8 10 8
4955 13 1 5
4956 9 9 1
4957 10 6 0
4958 10 4 1
4959 2 7 5
4960 19 9 8
4961 12 2 7
4962 14 8 9
4963 11 2 3
4964 16 9 8
4965 9 9 7
4966 18 8 9
4967 20 0 5
4968 18 3 10
4969 11 6 0
4970 10 3 5
4971 8 7 10
4972 18 9 7
4973 2 3 8
4974 2 9 6
4975 5 1 0
4976 12 5 2
4977 8 2 6
4978 17 1 2
4979 18 10 6
4980 11 6 9
4981 14 2 7
4982 8 4 0
4983 18 7 7
4984 18 8 5
4985 7 0 3
4986 13 3 1
4987 12 3 7
4988 4 9 10
4989 19 7 6
4990 6 10 9
4991 0 8 6
4992 11 3 1
4993 17 9 8
4994 9 4 2
4995 11 5 4
4996 6 1 0
4997 19 10 9
4998 1 1 7
4999 15 4 9
